943	NC_003074.4	9873197	9873402	-
944	NC_003074.4	9873570	9873790	-
945	NC_003074.4	9876762	9876974	-
946	NC_003074.4	9877130	9877340	-
947	NC_003074.4	9879405	9879616	-
948	NC_003074.4	9879777	9879991	-
205	NC_003074.4	19084413	19084535	+
4108	NC_003074.4	19670279	19670391	-
952	NC_003074.4	20598883	20599006	+
957	NC_003074.4	20702626	20702785	+
193	NC_003074.4	22933181	22933300	+
200	NC_003074.4	23417143	23417251	+
191	NC_003075.3	369831	370012	-
2273	NC_003075.3	1523304	1523501	-
2271	NC_003075.3	1528132	1528368	-
2272	NC_003075.3	1535424	1535659	-
968	NC_003075.3	2625948	2626054	+
1026	NC_003075.3	2789653	2789738	-
1020	NC_003075.3	5020234	5020483	-
969	NC_003075.3	7878648	7878756	-
4117	NC_003075.3	8504136	8504309	-
182	NC_003075.3	9888995	9889083	+
201	NC_003075.3	10578646	10578783	+
941	NC_003075.3	11482891	11483269	-
513	NC_003075.3	12352966	12353141	+
170	NC_003075.3	15074905	15075087	+
171	NC_003075.3	15415424	15415527	-
1373	NC_003075.3	15660376	15660481	+
189	NC_003076.4	287581	287733	+
207	NC_003076.4	1188208	1188302	-
185	NC_003076.4	2634906	2635045	-
194	NC_003076.4	2838636	2838774	+
195	NC_003076.4	2840623	2840735	+
172	NC_003076.4	3456633	3456750	-
173	NC_003076.4	3867208	3867314	+
971	NC_003076.4	4691025	4691140	+
972	NC_003076.4	4694697	4694811	+
186	NC_003076.4	7740601	7740711	-
936	NC_003076.4	8527472	8527652	+
174	NC_003076.4	9136109	9136240	+
1035	NC_003076.4	9852678	9852779	+
967	NC_003076.4	13629028	13629162	+
937	NC_003076.4	15887818	15888228	-
514	NC_003076.4	16677697	16677868	-
196	NC_003076.4	16792748	16792890	-
197	NC_003076.4	17533528	17533632	+
202	NC_003076.4	18376015	18376138	-
183	NC_003076.4	19026321	19026409	-
1025	NC_003076.4	20649740	20649863	+
1031	NC_003076.4	22614238	22614343	-
954	NC_003076.4	23654173	23654292	+
1037	NC_003076.4	24005698	24005822	+
955	NC_003076.4	24310319	24310524	+
975	NC_003076.4	24979711	24979824	+
1374	NC_003076.4	25247794	25247893	-
198	NC_003076.4	25522024	25522145	+
204	NC_003076.4	26428806	26428898	-
3991	BAAB01005896	675	759	+
3989	BAAB01014298	12019	12140	+
3985	BAAB01015424	730	818	-
3984	BAAB01021103	1197	1281	+
3976	BAAB01030021	340	443	+
3982	BAAB01082886	425	504	-
3990	BAAB01102170	663	747	+
3977	BAAB01105211	2088	2172	+
3992	BAAB01105947	397	479	-
3986	BAAB01106279	2815	2909	+
3993	BAAB01118959	314	404	-
3987	BAAB01118959	443	528	-
4361	BAAB01131802	2138	2256	-
3980	BAAB01140220	17	106	+
3983	BAAB01147222	1416	1513	+
3979	BAAB01175925	33	134	-
3994	BAAB01178566	1420	1515	+
3981	BAAB01187436	489	572	-
3978	BAAB01189120	2055	2139	+
3988	BAAB01199848	325	408	-
4360	BAAB01205265	3199	3319	+
3760	1	11909026	11909106	+
4020	1	70883237	70883334	+
3748	1	70883385	70883477	+
4060	2	16971903	16972001	-
3764	2	38037102	38037183	-
3754	2	59674747	59674831	-
3742	4	51095465	51095528	-
4038	5	16485572	16485661	-
4073	5	32330087	32330170	+
3740	5	34389084	34389167	-
4046	5	60310326	60310390	-
4040	7	7925449	7925545	-
4061	7	8206621	8206692	-
3755	7	8206770	8206847	-
4050	7	8206949	8207021	-
4064	7	15374433	15374514	+
3765	7	42137672	42137759	-
3744	8	18465465	18465543	-
3769	8	44319421	44319517	-
4074	8	44319666	44319725	-
4057	8	56118864	56118952	-
4062	9	1469358	1469424	+
3766	11	73020217	73020326	+
4021	11	73021432	73021520	+
4044	11	78139128	78139227	-
3750	12	33238485	33238555	-
3749	12	33238793	33238863	-
4039	12	33238923	33239006	-
3759	13	46558648	46558750	-
3762	15	20062845	20062932	+
4017	15	29456185	29456252	+
4024	16	11429032	11429110	+
4048	16	28318549	28318658	-
3767	16	28324299	28324402	-
4065	16	36340189	36340268	+
4070	16	36340542	36340628	+
4034	16	36342748	36342834	+
4045	16	38038700	38038785	-
4063	16	38039368	38039426	-
3768	16	50480698	50480766	+
4051	16	55094051	55094131	-
4052	16	55176354	55176441	-
4051	16	55176921	55177001	-
4035	18	6762194	6762278	-
4018	18	30537161	30537254	+
4066	18	48640043	48640142	-
3751	19	5066560	5066631	+
4022	19	10041405	10041485	+
4049	19	17348900	17348984	-
4036	19	17607539	17607639	-
4015	19	31198163	31198271	-
4025	20	591264	591325	+
4067	21	44631640	44631733	-
4027	21	44969183	44969273	+
4016	21	45590346	45590440	+
4029	21	45724959	45725019	+
4068	21	45743570	45743653	+
4030	21	45749888	45749967	+
4028	21	45763565	45763633	+
4059	22	36837010	36837092	-
4055	22	40015405	40015491	-
4042	22	40015883	40015973	-
4031	24	5969316	5969421	+
3758	25	16210409	16210471	+
4075	25	33177509	33177592	-
4058	25	33177716	33177792	-
4014	26	7126788	7126868	+
4037	29	9418982	9419064	-
4053	29	32332930	32333000	-
4043	29	34062591	34062696	-
4047	29	45757716	45757813	-
4033	30	26923385	26923503	-
3743	30	26924289	26924371	-
3752	30	27137364	27137473	-
3753	30	27138058	27138167	-
4056	Un.1609	175509	175600	-
4026	Un.193	161154	161245	+
4072	Un.193	164275	164379	+
4069	Un.2076	47097	47182	-
4071	Un.274	228883	228967	+
4041	Un.30	151338	151423	-
4054	Un.3067	13592	13685	-
3746	Un.328	226974	227041	-
3771	Un.3367	77313	77406	+
3770	Un.443	431589	431676	-
3756	Un.443	435930	435999	-
3745	Un.468	257702	257773	+
3761	Un.5540	2901	2986	-
3747	Un.559	297093	297161	+
4019	Un.577	19020	19106	-
3757	Un.662	132762	132843	+
4076	Un.7588	18935	19011	-
3772	Un.7588	19629	19712	-
3763	Un.80514	591	663	+
4013	Un.8225	25175	25255	+
3741	Un.8225	25340	25414	+
4023	Un.8225	25581	25649	+
4032	Un.8225	25858	25925	+
4077	Un.8225	26007	26080	+
1355	cb25.fpc0003	250399	250508	-
1354	cb25.fpc0003	1163420	1163531	-
1350	cb25.fpc0003	1164604	1164716	+
492	cb25.fpc0011	586214	586293	+
501	cb25.fpc0022	1182919	1183014	-
1347	cb25.fpc0024	139213	139325	+
1344	cb25.fpc0024	139667	139779	+
476	cb25.fpc0045	477534	477629	-
467	cb25.fpc0045	786683	786775	+
491	cb25.fpc0045	1311090	1311184	+
490	cb25.fpc0045	1314015	1314104	-
486	cb25.fpc0045	1374063	1374154	-
485	cb25.fpc0045	1380926	1381006	-
484	cb25.fpc0045	1381211	1381304	-
506	cb25.fpc0045	1497642	1497745	+
465	cb25.fpc0058	988544	988637	+
481	cb25.fpc0058	1391129	1391200	-
472	cb25.fpc0058	1902157	1902238	-
471	cb25.fpc0058	1904950	1905031	+
468	cb25.fpc0058	1913930	1914025	+
469	cb25.fpc0058	1914085	1914179	+
470	cb25.fpc0058	1914235	1914329	+
1359	cb25.fpc0058	2426865	2426976	-
1364	cb25.fpc0058	2426993	2427102	-
1362	cb25.fpc0058	2427448	2427560	-
1363	cb25.fpc0058	2427346	2427461	-
1360	cb25.fpc0058	2427728	2427834	-
1361	cb25.fpc0058	2427623	2427737	-
509	cb25.fpc0058	2495709	2495807	+
1365	cb25.fpc0058	3457940	3458048	+
479	cb25.fpc0058	4195160	4195249	+
480	cb25.fpc0063	314368	314451	-
503	cb25.fpc0090	386404	386493	+
475	cb25.fpc0090	389258	389352	+
1356	cb25.fpc0106	111159	111270	-
1342	cb25.fpc0143	929449	929557	+
499	cb25.fpc0143	960617	960711	-
1343	cb25.fpc0143	994621	994765	-
478	cb25.fpc0143	998244	998341	-
499	cb25.fpc0143	1139487	1139581	-
496	cb25.fpc0143	1679140	1679237	+
474	cb25.fpc0829	579406	579498	-
464	cb25.fpc0829	1792425	1792511	-
505	cb25.fpc1417	282071	282155	-
1358	cb25.fpc2090	154117	154225	-
482	cb25.fpc2187	404347	404441	-
1339	cb25.fpc2193	217680	217783	+
1345	cb25.fpc2220	314137	314246	+
510	cb25.fpc2220	1535846	1535940	-
779	cb25.fpc2220	1640044	1640117	+
487	cb25.fpc2260	562524	562619	+
487	cb25.fpc2260	565241	565336	+
502	cb25.fpc2454	374337	374436	-
1340	cb25.fpc2887	602196	602307	-
466	cb25.fpc2888	295219	295312	-
493	cb25.fpc2976	635609	635706	-
1351	cb25.fpc3857	486444	486552	-
498	cb25.fpc3857	3562400	3562495	+
1349	cb25.fpc3857	3689148	3689258	+
489	cb25.fpc4013	186693	186792	-
495	cb25.fpc4013	201175	201271	+
1338	cb25.fpc4030	170512	170621	-
500	cb25.fpc4033	1408675	1408771	-
1357	cb25.fpc4033	2349618	2349731	+
1352	cb25.fpc4044	1669923	1670035	+
1353	cb25.fpc4069	544760	544867	+
508	cb25.fpc4069	1296389	1296480	-
1341	cb25.fpc4069	2002944	2003054	+
1344	cb25.fpc4079	42047	42159	+
473	cb25.fpc4079	1087458	1087551	+
1346	cb25.fpc4126	449320	449431	-
497	cb25.fpc4152	426357	426449	-
715	cb25.fpc4247	2707	2829	-
488	cb25.fpc4321	144621	144713	+
477	cb25.fpc4321	893157	893257	+
483	cb25.fpc4321	1020819	1020895	-
1337	cb25.fpc4321	1369406	1369516	-
504	cb25.fpc4321	1456779	1456869	+
511	cb25.fpc4470	203316	203394	+
1348	cb25.fpc4470	782179	782285	+
507	cb25.fpc4470	782336	782422	+
494	cb25.fpc4470	1147753	1147847	-
21	I	1738636	1738734	+
716	I	4585875	4585984	+
302	I	4684317	4684415	-
292	I	6162293	6162389	-
3	I	6172664	6172759	-
303	I	7887364	7887460	+
48	I	9332936	9333033	+
4	I	9372758	9372855	-
40	I	9379917	9380010	-
717	I	14468366	14468475	-
41	II	2452839	2452937	+
318	II	3306230	3306332	+
2	II	5902218	5902311	+
319	II	5969019	5969117	+
31	II	6328651	6328748	-
293	II	7030113	7030210	-
28	II	7850422	7850520	-
54	II	8393477	8393582	+
310	II	11446770	11446867	-
6	II	11537515	11537611	+
7	II	11537620	11537716	+
8	II	11537740	11537837	+
9	II	11537837	11537934	+
10	II	11537996	11538082	+
11	II	11538091	11538182	+
12	II	11538215	11538311	+
718	II	11833443	11833552	-
16	II	11880850	11880945	-
13	II	11889717	11889811	+
14	II	11889816	11889913	+
15	II	11889929	11890024	+
46	II	12519173	12519272	+
326	II	12638036	12638128	-
291	II	14466156	14466251	-
332	II	14946931	14947024	+
286	III	2172440	2172554	+
35	III	2172836	2172945	+
36	III	2172990	2173089	+
37	III	2173096	2173194	+
45	III	3142035	3142131	+
38	III	5931298	5931396	-
288	III	7544976	7545074	-
719	III	7860068	7860177	+
49	III	8865172	8865269	-
295	III	8867230	8867327	-
57	III	8873889	8873986	-
331	III	11637842	11637936	-
55	III	11936513	11936610	-
17	III	13660031	13660127	+
328	IV	273900	273993	+
29	IV	3233250	3233346	+
329	IV	3258451	3258545	-
300	IV	4274240	4274335	+
301	IV	4450772	4450869	+
285	IV	5562012	5562109	+
52	IV	7841614	7841711	+
304	IV	10940104	10940200	+
289	IV	10994139	10994236	-
22	IV	11025983	11026082	-
24	IV	11027563	11027661	-
30	IV	11309125	11309224	-
284	IV	11871708	11871803	+
324	IV	12740414	12740499	-
23	IV	14033977	14034076	+
47	IV	15165609	15165704	+
313	V	5440451	5440560	+
311	V	5783104	5783210	-
39	V	6668130	6668229	-
314	V	6958636	6958736	-
720	V	8583130	8583239	-
721	V	8583446	8583555	-
317	V	10541607	10541707	-
762	V	10649817	10649889	+
327	V	11139699	11139793	+
308	V	11772507	11772605	-
32	V	11772650	11772746	-
56	V	12041277	12041370	-
19	V	14367001	14367098	-
299	V	14368777	14368872	-
315	V	17143248	17143349	+
320	V	18739259	18739366	+
316	X	227953	228048	+
316	X	237369	237464	+
306	X	2262366	2262463	-
42	X	2368758	2368856	+
43	X	2369036	2369132	+
44	X	2372447	2372543	+
50	X	2431066	2431173	+
51	X	2435252	2435348	-
323	X	2819247	2819339	+
5	X	2969743	2969839	-
722	X	3004282	3004391	+
307	X	3006431	3006527	-
330	X	3411991	3412085	+
325	X	3755134	3755227	+
305	X	4756939	4757036	+
287	X	5803850	5803947	+
723	X	5919107	5919216	+
298	X	7882565	7882661	+
294	X	8154025	8154123	+
20	X	9989213	9989309	+
309	X	11004651	11004747	+
312	X	11333456	11333555	-
297	X	11791224	11791321	-
296	X	11792367	11792464	+
290	X	12078509	12078606	-
33	X	12692519	12692590	+
27	X	13144611	13144707	-
26	X	13144747	13144844	-
25	X	13144916	13145014	-
780	X	13597151	13597260	+
18	X	13921172	13921268	+
1	X	14744092	14744190	-
53	X	16022320	16022394	-
34	X	17598675	17598778	-
1590	2	43136834	43136924	-
1584	5	59746751	59746835	-
1596	6	30462947	30463033	-
1586	9	33902697	33902807	-
1580	X	90618060	90618169	+
1594	X	108241753	108241843	-
335	2L	7425795	7425892	+
388	2L	7425972	7426044	+
111	2L	8258616	8258692	-
360	2L	9950418	9950516	-
322	2L	11953410	11953503	-
389	2L	16693853	16693944	+
390	2L	16694333	16694417	+
352	2L	16694483	16694579	+
391	2L	16694673	16694763	+
351	2L	17562299	17562398	+
359	2L	17570539	17570631	+
356	2L	18467363	18467462	+
392	2L	18467963	18468040	+
393	2L	18468244	18468353	+
110	2L	19565419	19565490	-
109	2L	19565826	19565901	-
112	2L	19566111	19566193	-
108	2L	20475034	20475124	+
341	2L	20604210	20604307	+
362	2L	20605959	20606055	-
344	2R	3809919	3810013	+
128	2R	5065575	5065637	+
394	2R	5133064	5133151	-
349	2R	7686060	7686151	-
345	2R	7686280	7686369	-
333	2R	8845309	8845408	-
395	2R	9730665	9730727	-
340	2R	11171929	11172026	+
120	2R	12346295	12346381	+
396	2R	13298658	13298749	-
118	2R	15175579	15175658	-
117	2R	15175732	15175805	-
116	2R	15175866	15175947	-
115	2R	15176021	15176089	-
114	2R	15176152	15176232	-
358	2R	15176285	15176384	-
113	2R	15176458	15176526	-
397	2R	15176569	15176637	-
398	2R	16098615	16098703	-
399	2R	16098740	16098823	-
400	2R	16098919	16098984	-
401	2R	16099053	16099123	-
119	2R	16120930	16121017	+
364	3L	625740	625820	+
346	3L	3234554	3234650	+
353	3L	10293732	10293830	+
338	3L	10339175	10339272	+
334	3L	11630865	11630964	+
402	3L	11746959	11747048	+
355	3L	11920040	11920138	-
363	3L	13594769	13594867	+
361	3L	15808665	15808754	-
337	3L	17280265	17280364	+
403	3L	18826230	18826313	+
121	3L	19530390	19530467	+
343	3L	19731804	19731902	+
404	3L	21602555	21602643	-
122	3R	2635228	2635304	-
405	3R	5916848	5916939	+
339	3R	5925744	5925843	+
350	3R	5926658	5926756	+
406	3R	6234024	6234091	+
348	3R	8377237	8377336	-
126	3R	11243130	11243197	-
125	3R	11243264	11243338	-
407	3R	11243466	11243567	-
408	3R	12681997	12682064	+
123	3R	17448219	17448293	-
336	3R	21472228	21472322	+
357	3R	21477120	21477219	+
342	3R	25041307	25041406	+
385	X	4211416	4211485	-
386	X	8838527	8838653	-
127	X	8936451	8936520	+
347	X	15341893	15341992	+
387	X	15342896	15342983	+
124	X	15343410	15343483	+
354	X	17962156	17962255	+
1284	2	1881919	1882013	+
1290	2	2484986	2485085	-
1264	2	5019569	5019668	-
1282	2	5020595	5020694	-
1305	2	5030001	5030090	-
1306	2	7233349	7233416	-
1241	2	9824690	9824792	+
1257	2	9824939	9825012	+
1258	2	9825091	9825159	+
1244	2	17671767	17671834	+
1254	2	19739501	19739577	+
1268	2	23630760	23630859	-
1267	2	23635276	23635369	-
1255	2	23857563	23857633	-
1287	3	418220	418310	-
1286	3	418424	418511	-
1273	3	696716	696815	+
1285	3	2170094	2170187	+
1249	3	8655659	8655746	-
1247	3	12676804	12676883	-
1248	3	12676947	12677029	-
1246	3	12677098	12677177	-
1245	3	12677240	12677311	-
1243	3	12677418	12677498	-
1292	3	12677589	12677685	-
1242	3	12677755	12677827	-
1301	3	12677889	12677956	-
1299	3	14135702	14135789	-
1260	3	15883126	15883188	+
1300	3	16337007	16337068	-
1261	3	16483218	16483309	-
1283	3	19640914	19641011	-
1279	4_group1	4175738	4175827	+
1297	4_group1	4175887	4175959	+
1266	4_group3	220121	220218	+
1269	4_group3	3634753	3634852	+
1235	4_group3	3635655	3635731	+
1271	4_group3	3636011	3636120	+
1239	4_group3	3919049	3919125	+
1276	4_group3	7322804	7322895	+
1294	4_group3	7696620	7696715	+
1272	4_group3	7700008	7700103	-
1236	4_group3	7845323	7845410	-
1253	4_group3	8443195	8443286	+
1298	4_group3	8443820	8443899	+
1265	4_group3	8443999	8444082	+
1252	4_group3	8444194	8444284	+
1293	4_group3	10858875	10858954	-
1270	4_group3	10867628	10867725	-
1240	4_group5	1152201	1152283	+
1237	4_group5	1152501	1152574	+
1238	4_group5	1153087	1153158	+
1250	Unknown_singleton_18	47552	47638	-
1289	XL_group1a	976037	976133	+
1296	XL_group1a	977393	977480	+
1256	XL_group1a	978010	978083	+
1259	XL_group1e	7000801	7000869	-
1262	XL_group1e	8162339	8162427	-
1274	XL_group3a	1970510	1970603	-
1291	XR_group6	1929789	1929888	-
1277	XR_group6	3598049	3598139	-
1303	XR_group6	4103854	4103937	-
1304	XR_group6	4548577	4548665	+
1263	XR_group6	5913829	5913919	+
1281	XR_group6	8706034	8706132	+
1280	XR_group6	8756408	8756506	+
1275	XR_group6	9338113	9338212	-
1278	XR_group6	10040194	10040290	-
1288	XR_group8	3299990	3300083	-
1302	XR_group8	4342132	4342220	-
1234	XR_group8	4603910	4603990	-
1295	XR_group8	6818904	6819003	-
1251	XR_group8	7634827	7634904	+
1926	1	1074307	1074384	-
1953	1	31788400	31788487	-
3789	1	40450574	40450666	+
3795	1	46366888	46367000	+
1816	1	58022936	58023075	-
1812	1	58023179	58023262	-
1333	1	65180784	65180894	+
3774	1	65328462	65328552	-
2047	2	1606387	1606463	-
1906	2	17633309	17633393	+
1844	2	19178653	19178780	-
3791	2	21360296	21360375	+
3791	2	21539687	21539766	-
1875	2	24278637	24278718	-
1836	2	30974603	30974680	+
1847	2	30976493	30976623	+
1313	2	48708864	48708972	+
1800	2	58848187	58848306	-
1922	3	21941927	21942006	+
1809	3	22979705	22979799	-
1938	3	23026995	23027073	-
1966	3	37146602	37146699	-
1931	3	37147678	37147776	-
1927	3	39627533	39627610	-
1921	3	41388139	41388217	-
1326	3	43392769	43392841	+
1322	3	58396602	58396699	+
3776	3	66642903	66642991	+
1855	4	9004891	9005016	-
1854	4	9006329	9006416	-
2015	4	11624585	11624692	+
1974	4	11624772	11624850	+
2036	4	11625032	11625112	+
2004	4	11625238	11625319	+
1975	4	11625376	11625454	+
2026	4	11625623	11625703	+
1994	4	11626354	11626435	+
1976	4	11626514	11626592	+
2027	4	11626774	11626854	+
2005	4	11626980	11627061	+
1977	4	11627118	11627196	+
1468	4	11627352	11627442	+
1995	4	11628095	11628176	+
1979	4	11628258	11628330	+
2022	4	11628515	11628595	+
2006	4	11628721	11628802	+
1980	4	11628862	11628943	+
2028	4	11629119	11629199	+
2010	4	11629318	11629411	+
2037	4	11629709	11629789	+
2012	4	11630413	11630544	+
1981	4	11630602	11630683	+
2029	4	11630859	11630939	+
2016	4	11631065	11631146	+
1982	4	11631228	11631309	+
2019	4	11631471	11631551	+
1997	4	11632176	11632307	+
1983	4	11632365	11632446	+
2023	4	11632622	11632702	+
2014	4	11632803	11632932	+
1984	4	11632991	11633072	+
2030	4	11633248	11633328	+
2017	4	11633454	11633535	+
1985	4	11633617	11633698	+
2039	4	11633860	11633940	+
1998	4	11634565	11634696	+
1986	4	11634754	11634835	+
2031	4	11635011	11635091	+
2011	4	11635210	11635303	+
2038	4	11635601	11635681	+
2013	4	11636305	11636436	+
1987	4	11636494	11636575	+
2032	4	11636751	11636831	+
2018	4	11636957	11637038	+
1988	4	11637120	11637201	+
2040	4	11637363	11637443	+
1999	4	11638068	11638199	+
1989	4	11638257	11638338	+
2033	4	11638514	11638594	+
2007	4	11638720	11638801	+
1990	4	11638861	11638942	+
2020	4	11639104	11639184	+
2000	4	11639808	11639939	+
2024	4	11640254	11640334	+
2008	4	11640460	11640541	+
1991	4	11640601	11640682	+
2034	4	11640858	11640938	+
3782	4	13829847	13829945	+
1316	4	16521571	16521668	+
1865	4	16521720	16521844	+
1315	4	16522670	16522737	+
1787	4	20387363	20387456	-
1783	4	20388370	20388476	-
1891	4	20781681	20781770	-
2001	4	28585650	28585781	-
2009	4	28586258	28586339	-
2021	4	28586465	28586545	-
1992	4	28589819	28589900	-
2035	4	28590763	28590843	-
1978	4	28591006	28591087	-
1996	4	28591148	28591224	-
2025	4	28591353	28591433	-
1993	4	28591609	28591690	-
2002	4	28591747	28591878	-
1900	4	29762536	29762634	-
1798	4	29764732	29764818	-
3794	4	39777700	39777791	+
1321	5	188344	188439	+
1871	5	504812	504923	+
1833	5	6871853	6871934	-
1972	5	7541192	7541307	+
1894	5	8258944	8259027	-
1972	5	8261936	8262051	-
1958	5	8268925	8269005	-
1896	5	8269450	8269530	-
1336	5	14296083	14296181	+
1324	5	22073677	22073769	-
1884	5	26249102	26249187	-
1784	5	26257405	26257497	-
1869	5	26257728	26257802	-
1929	5	27689688	27689813	-
1915	5	51571801	51571889	+
1659	5	51571933	51571992	+
1805	5	59537725	59537811	+
3783	5	64600900	64600983	-
3552	5	64601136	64601220	-
1307	5	67268246	67268349	+
1332	5	71862792	71862871	+
1973	5	72011800	72011895	-
1810	6	10013902	10014019	+
1811	6	10087166	10087283	+
1969	6	13423599	13423678	-
1923	6	14047748	14047895	+
1870	6	15987355	15987435	+
1910	6	31774898	31774980	-
1941	6	31775099	31775183	-
3206	6	32648373	32648455	+
1852	6	40527805	40527887	-
1786	6	44953838	44953966	+
1469	6	49043891	49043986	-
2003	6	49044029	49044160	-
1967	6	50172169	50172267	-
1932	6	50173809	50173906	-
1968	6	69345647	69345745	-
1933	6	69347300	69347397	-
1806	7	12121908	12121995	+
1309	7	15543775	15543871	+
3784	7	18652410	18652493	-
2043	7	20763460	20763542	-
1814	7	20763961	20764094	-
1944	7	33297514	33297637	+
1945	7	34263206	34263329	-
3107	7	35087312	35087390	-
1924	7	48863459	48863539	-
1890	7	60168769	60168855	-
1807	8	1794647	1794730	+
1887	8	6144805	6144905	-
3785	8	32606728	32606817	-
1930	8	32606942	32607043	-
3227	8	32683682	32683763	-
1840	8	36455383	36455524	-
1848	8	36460326	36460416	-
1861	8	52191700	52191784	-
1825	8	52191817	52191903	-
1828	8	52191936	52192088	-
1824	8	52192181	52192269	-
1821	8	52192339	52192421	-
1818	8	52192445	52192582	-
1314	8	59345390	59345475	-
