AC   MIPF0000040
ID   mir-199
MI   MI0003412  tni-mir-219-1
MI   MI0004873  xtr-mir-219
MI   MI0005323  mdo-mir-219
//
AC   MIPF0000045
ID   MIR164
MI   MI0000197  ath-MIR164a
MI   MI0000198  ath-MIR164b
MI   MI0000668  osa-MIR164a
MI   MI0000669  osa-MIR164b
MI   MI0001087  ath-MIR164c
MI   MI0001103  osa-MIR164c
MI   MI0001104  osa-MIR164d
MI   MI0001105  osa-MIR164e
MI   MI0001159  osa-MIR164f
MI   MI0001469  zma-MIR164a
MI   MI0001470  zma-MIR164d
MI   MI0001471  zma-MIR164b
MI   MI0001472  zma-MIR164c
MI   MI0001512  sbi-MIR164
MI   MI0001549  sbi-MIR164b
MI   MI0001852  sbi-MIR164c
MI   MI0002212  ptc-MIR164a
MI   MI0002213  ptc-MIR164b
MI   MI0002214  ptc-MIR164c
MI   MI0002215  ptc-MIR164d
MI   MI0002216  ptc-MIR164e
MI   MI0002217  ptc-MIR164f
//
AC   MIPF0000046
ID   mir-101
MI   MI0000103  hsa-mir-101-1
MI   MI0000148  mmu-mir-101a
MI   MI0000648  rno-mir-101b
MI   MI0000649  mmu-mir-101b
MI   MI0000739  hsa-mir-101-2
MI   MI0000886  rno-mir-101a
MI   MI0001270  gga-mir-101
MI   MI0001960  dre-mir-101a
MI   MI0001961  dre-mir-101b
MI   MI0002717  ggo-mir-101
MI   MI0002718  sla-mir-101
MI   MI0002719  age-mir-101
MI   MI0002720  ppa-mir-101
MI   MI0002721  ppy-mir-101
MI   MI0002722  ptr-mir-101
MI   MI0002723  mml-mir-101
MI   MI0002724  lla-mir-101
MI   MI0002725  mne-mir-101
MI   MI0003217  fru-mir-101a
MI   MI0003218  tni-mir-101a
MI   MI0003371  fru-mir-101b
MI   MI0003372  tni-mir-101b
MI   MI0004735  bta-mir-101
MI   MI0004903  xtr-mir-101a-2
MI   MI0004928  xtr-mir-101a-1
MI   MI0005282  mdo-mir-101-2
MI   MI0005283  mdo-mir-101-1
//
AC   MIPF0000047
ID   MIR396
MI   MI0001013  ath-MIR396a
MI   MI0001014  ath-MIR396b
MI   MI0001046  osa-MIR396a
MI   MI0001047  osa-MIR396b
MI   MI0001048  osa-MIR396c
MI   MI0001538  sbi-MIR396b
MI   MI0001539  sbi-MIR396a
MI   MI0001540  sbi-MIR396c
MI   MI0001702  osa-MIR396d
MI   MI0001703  osa-MIR396e
MI   MI0001755  sof-MIR396
MI   MI0001785  gma-MIR396a
MI   MI0001786  gma-MIR396b
MI   MI0001800  zma-MIR396b
MI   MI0001801  zma-MIR396a
MI   MI0002325  ptc-MIR396a
MI   MI0002326  ptc-MIR396b
MI   MI0002327  ptc-MIR396c
MI   MI0002328  ptc-MIR396d
MI   MI0002329  ptc-MIR396e
MI   MI0002330  ptc-MIR396f
MI   MI0002331  ptc-MIR396g
//
AC   MIPF0000048
ID   mir-128
MI   MI0000155  mmu-mir-128a
MI   MI0000447  hsa-mir-128a
MI   MI0000726  mmu-mir-128b
MI   MI0000727  hsa-mir-128b
MI   MI0000900  rno-mir-128a
MI   MI0000901  rno-mir-128b
MI   MI0001192  gga-mir-128-2
MI   MI0001217  gga-mir-128-1
MI   MI0001980  dre-mir-128-1
MI   MI0001981  dre-mir-128-2
MI   MI0002451  ssc-mir-128a
MI   MI0002518  mml-mir-128a
MI   MI0002519  ptr-mir-128a
MI   MI0002520  ppy-mir-128a
MI   MI0002521  sla-mir-128a
MI   MI0002522  age-mir-128a
MI   MI0002523  ppa-mir-128a
MI   MI0003346  fru-mir-128-2
MI   MI0003347  tni-mir-128-2
MI   MI0003421  fru-mir-128-1
MI   MI0003422  tni-mir-128-1
MI   MI0004755  bta-mir-128a
MI   MI0004828  xtr-mir-128-2
MI   MI0004932  xtr-mir-128-1
MI   MI0005293  mdo-mir-128b
//
AC   MIPF0000049
ID   mir-2
MI   MI0000004  cel-mir-2
MI   MI0000117  dme-mir-2a-1
MI   MI0000118  dme-mir-2a-2
MI   MI0000119  dme-mir-2b-1
MI   MI0000120  dme-mir-2b-2
MI   MI0000133  dme-mir-13a
MI   MI0000134  dme-mir-13b-1
MI   MI0000135  dme-mir-13b-2
MI   MI0000431  dme-mir-2c
MI   MI0001290  dps-mir-2a-1
MI   MI0001291  dps-mir-2a-2
MI   MI0001292  dps-mir-2b-1
MI   MI0001293  dps-mir-2b-2
MI   MI0001294  dps-mir-2c
MI   MI0001310  dps-mir-13a
MI   MI0001311  dps-mir-13b-1
MI   MI0001312  dps-mir-13b-2
MI   MI0001589  ame-mir-2-1
MI   MI0001590  ame-mir-2-2
MI   MI0001607  aga-mir-13b
MI   MI0005131  sme-mir-2a-1
MI   MI0005132  sme-mir-2a-2
MI   MI0005133  sme-mir-2b
MI   MI0005134  sme-mir-2c
MI   MI0005135  sme-mir-2d
//
AC   MIPF0000050
ID   mir-153
MI   MI0000175  mmu-mir-153
MI   MI0000463  hsa-mir-153-1
MI   MI0000464  hsa-mir-153-2
MI   MI0000922  rno-mir-153
MI   MI0001188  gga-mir-153
MI   MI0002019  dre-mir-153b
MI   MI0002021  dre-mir-153a
MI   MI0002022  dre-mir-153c
MI   MI0002454  ssc-mir-153
MI   MI0002563  mml-mir-153-1
MI   MI0002564  ppy-mir-153
MI   MI0002565  mne-mir-153-1
MI   MI0002566  mml-mir-153-2
MI   MI0002567  ggo-mir-153
MI   MI0002568  mne-mir-153-2
MI   MI0003327  fru-mir-153b
MI   MI0003328  tni-mir-153b
MI   MI0003339  fru-mir-153a
MI   MI0003340  tni-mir-153a
MI   MI0004847  xtr-mir-153-1
MI   MI0004940  xtr-mir-153-2
//
AC   MIPF0000051
ID   mir-221
MI   MI0000298  hsa-mir-221
MI   MI0000299  hsa-mir-222
MI   MI0000709  mmu-mir-221
MI   MI0000710  mmu-mir-222
MI   MI0000961  rno-mir-221
MI   MI0000962  rno-mir-222
MI   MI0001177  gga-mir-222a
MI   MI0001178  gga-mir-221
MI   MI0001285  gga-mir-222b
MI   MI0001387  dre-mir-221
MI   MI0001388  dre-mir-222
MI   MI0002892  mml-mir-221
MI   MI0002893  ggo-mir-221
MI   MI0002894  ppy-mir-221
MI   MI0002895  ppa-mir-221
MI   MI0002896  age-mir-222
MI   MI0003219  fru-mir-222
MI   MI0003220  tni-mir-222
MI   MI0003221  fru-mir-221
MI   MI0003222  tni-mir-221
MI   MI0004743  bta-mir-221
MI   MI0004744  bta-mir-222
MI   MI0004874  xtr-mir-222
MI   MI0004953  xtr-mir-221
MI   MI0005347  mdo-mir-222a
MI   MI0005348  mdo-mir-221
//
AC   MIPF0000052
ID   MIR478
MI   MI0002370  ptc-MIR478a
MI   MI0002371  ptc-MIR478b
MI   MI0002372  ptc-MIR478c
MI   MI0002373  ptc-MIR478d
MI   MI0002374  ptc-MIR478e
MI   MI0002375  ptc-MIR478f
MI   MI0002376  ptc-MIR478h
MI   MI0002377  ptc-MIR478i
MI   MI0002378  ptc-MIR478j
MI   MI0002379  ptc-MIR478k
MI   MI0002380  ptc-MIR478l
MI   MI0002381  ptc-MIR478m
MI   MI0002382  ptc-MIR478n
MI   MI0002383  ptc-MIR478o
MI   MI0002384  ptc-MIR478p
MI   MI0002385  ptc-MIR478q
MI   MI0002386  ptc-MIR478r
MI   MI0002387  ptc-MIR478s
MI   MI0002388  ptc-MIR478u
//
AC   MIPF0000053
ID   mir-22
MI   MI0000078  hsa-mir-22
MI   MI0000570  mmu-mir-22
MI   MI0000851  rno-mir-22
MI   MI0001910  dre-mir-22a-1
MI   MI0001911  dre-mir-22a-2
MI   MI0001912  dre-mir-22b
MI   MI0002628  age-mir-22
MI   MI0002629  ppa-mir-22
MI   MI0002630  lca-mir-22
MI   MI0002631  mml-mir-22
MI   MI0002632  ppy-mir-22
MI   MI0002633  ptr-mir-22
MI   MI0002634  sla-mir-22
MI   MI0002635  lla-mir-22
MI   MI0002636  mne-mir-22
MI   MI0003381  fru-mir-22b
MI   MI0003382  tni-mir-22b
MI   MI0003463  fru-mir-22a
MI   MI0003464  tni-mir-22a
MI   MI0004912  xtr-mir-22
MI   MI0005041  bta-mir-22
MI   MI0005276  mdo-mir-22
//
AC   MIPF0000054
ID   mir-216
MI   MI0000292  hsa-mir-216
MI   MI0000699  mmu-mir-216a
MI   MI0000955  rno-mir-216
MI   MI0001200  gga-mir-216
MI   MI0001382  dre-mir-216a-1
MI   MI0002047  dre-mir-216a-2
MI   MI0002048  dre-mir-216b-1
MI   MI0002049  dre-mir-216b-2
MI   MI0002424  ssc-mir-216
MI   MI0002861  lca-mir-216
MI   MI0002862  ptr-mir-216
MI   MI0002863  ggo-mir-216
MI   MI0002864  ppy-mir-216
MI   MI0002865  ppa-mir-216
MI   MI0003291  fru-mir-216a
MI   MI0003292  tni-mir-216a
MI   MI0003293  fru-mir-216b
MI   MI0003294  tni-mir-216b
MI   MI0004126  mmu-mir-216b
MI   MI0004869  xtr-mir-216
MI   MI0005320  mdo-mir-216
//
AC   MIPF0000055
ID   mir-194
MI   MI0000236  mmu-mir-194-1
MI   MI0000488  hsa-mir-194-1
MI   MI0000732  hsa-mir-194-2
MI   MI0000733  mmu-mir-194-2
MI   MI0000937  rno-mir-194-1
MI   MI0000938  rno-mir-194-2
MI   MI0001202  gga-mir-194
MI   MI0002033  dre-mir-194a
MI   MI0002034  dre-mir-194b
MI   MI0003024  mml-mir-194
MI   MI0003026  ptr-mir-194
MI   MI0003028  ppy-mir-194
MI   MI0003030  ggo-mir-194
MI   MI0003032  mne-mir-194
MI   MI0003034  age-mir-194
MI   MI0003259  fru-mir-194
MI   MI0003260  tni-mir-194
MI   MI0004857  xtr-mir-194-1
MI   MI0004858  xtr-mir-194-2
//
AC   MIPF0000056
ID   mir-148
MI   MI0000174  mmu-mir-152
MI   MI0000253  hsa-mir-148a
MI   MI0000462  hsa-mir-152
MI   MI0000550  mmu-mir-148a
MI   MI0000616  rno-mir-148b
MI   MI0000617  mmu-mir-148b
MI   MI0000811  hsa-mir-148b
MI   MI0000921  rno-mir-152
MI   MI0001189  gga-mir-148a
MI   MI0002015  dre-mir-148
MI   MI0002017  dre-mir-152
MI   MI0002418  ssc-mir-148a
MI   MI0003277  fru-mir-148
MI   MI0003278  tni-mir-148
MI   MI0003467  fru-mir-152
MI   MI0003468  tni-mir-152
MI   MI0004737  bta-mir-148a
MI   MI0004845  xtr-mir-148b
MI   MI0004905  xtr-mir-148a
MI   MI0005030  bta-mir-148b
MI   MI0005306  mdo-mir-152
//
AC   MIPF0000057
ID   mir-28
MI   MI0000086  hsa-mir-28
MI   MI0000173  mmu-mir-151
MI   MI0000647  rno-mir-151
MI   MI0000690  mmu-mir-28
MI   MI0000809  hsa-mir-151
MI   MI0000861  rno-mir-28
MI   MI0002430  ssc-mir-28
MI   MI0002648  age-mir-28
MI   MI0002649  mml-mir-28
MI   MI0002650  ptr-mir-28
MI   MI0002651  ggo-mir-28
MI   MI0002652  ppy-mir-28
MI   MI0002653  mne-mir-28
MI   MI0002654  sla-mir-28
MI   MI0002655  lla-mir-28
MI   MI0002656  ppa-mir-28
MI   MI0004738  bta-mir-151
//
AC   MIPF0000058
ID   mir-205
MI   MI0000248  mmu-mir-205
MI   MI0000285  hsa-mir-205
MI   MI0000947  rno-mir-205
MI   MI0001238  gga-mir-205b
MI   MI0001267  gga-mir-205a
MI   MI0001378  dre-mir-205
MI   MI0002440  ssc-mir-205
MI   MI0002844  ggo-mir-205
MI   MI0002845  age-mir-205
MI   MI0002846  ppa-mir-205
MI   MI0002847  ptr-mir-205
MI   MI0002848  lla-mir-205
MI   MI0002849  mne-mir-205
MI   MI0003281  fru-mir-205
MI   MI0003282  tni-mir-205
MI   MI0004759  bta-mir-205
MI   MI0004862  xtr-mir-205b
MI   MI0004950  xtr-mir-205a
//
AC   MIPF0000059
ID   mir-184
MI   MI0000226  mmu-mir-184
MI   MI0000354  dme-mir-184
MI   MI0000481  hsa-mir-184
MI   MI0000929  rno-mir-184
MI   MI0001227  gga-mir-184
MI   MI0001326  dps-mir-184
MI   MI0001580  ame-mir-184
MI   MI0001609  aga-mir-184
MI   MI0002026  dre-mir-184
MI   MI0002421  ssc-mir-184
MI   MI0002602  ptr-mir-184
MI   MI0002603  ppy-mir-184
MI   MI0002604  mne-mir-184
MI   MI0003241  fru-mir-184
MI   MI0003242  tni-mir-184
MI   MI0003243  dre-mir-184-2
MI   MI0004853  xtr-mir-184
MI   MI0005308  mdo-mir-184
//
AC   MIPF0000060
ID   mir-21
MI   MI0000077  hsa-mir-21
MI   MI0000569  mmu-mir-21
MI   MI0000850  rno-mir-21
MI   MI0001908  dre-mir-21-1
MI   MI0001909  dre-mir-21-2
MI   MI0002459  ssc-mir-21
MI   MI0002621  mml-mir-21
MI   MI0002622  ptr-mir-21
MI   MI0002623  ggo-mir-21
MI   MI0002624  ppy-mir-21
MI   MI0002625  mne-mir-21
MI   MI0002626  age-mir-21
MI   MI0002627  ppa-mir-21
MI   MI0003325  fru-mir-21
MI   MI0003326  tni-mir-21
MI   MI0004742  bta-mir-21
MI   MI0004994  gga-mir-21
MI   MI0005275  mdo-mir-21
//
AC   MIPF0000061
ID   mir-365
MI   MI0000767  hsa-mir-365-1
MI   MI0000768  mmu-mir-365-1
MI   MI0000769  hsa-mir-365-2
MI   MI0001645  mmu-mir-365-2
MI   MI0001647  cfa-mir-365-2
MI   MI0001656  rno-mir-365
MI   MI0001657  cfa-mir-365-1
MI   MI0002068  dre-mir-365-1
MI   MI0002069  dre-mir-365-2
MI   MI0002070  dre-mir-365-3
MI   MI0002071  dre-mir-365-4
MI   MI0003283  fru-mir-365
MI   MI0003284  tni-mir-365
MI   MI0003703  gga-mir-365-1
MI   MI0003704  gga-mir-365-2
MI   MI0004879  xtr-mir-365-1
MI   MI0005326  mdo-mir-365
//
AC   MIPF0000062
ID   mir-214
MI   MI0000290  hsa-mir-214
MI   MI0000698  mmu-mir-214
MI   MI0000954  rno-mir-214
MI   MI0001381  dre-mir-214
MI   MI0002441  ssc-mir-214
MI   MI0002853  ggo-mir-214
MI   MI0002854  age-mir-214
MI   MI0002855  ppa-mir-214
MI   MI0002856  ppy-mir-214
MI   MI0002857  ptr-mir-214
MI   MI0002858  mml-mir-214
MI   MI0002859  sla-mir-214
MI   MI0002860  mne-mir-214
MI   MI0003356  fru-mir-214
MI   MI0003357  tni-mir-214
MI   MI0004867  xtr-mir-214
MI   MI0005040  bta-mir-214
MI   MI0005319  mdo-mir-214
//
AC   MIPF0000063
ID   mir-192
MI   MI0000234  hsa-mir-192
MI   MI0000291  hsa-mir-215
MI   MI0000551  mmu-mir-192
MI   MI0000935  rno-mir-192
MI   MI0000974  mmu-mir-215
MI   MI0001203  gga-mir-215
MI   MI0001371  dre-mir-192
MI   MI0003025  mml-mir-215
MI   MI0003027  ptr-mir-215
MI   MI0003029  ppy-mir-215
MI   MI0003031  ggo-mir-215
MI   MI0003033  mne-mir-215
MI   MI0003257  fru-mir-192
MI   MI0003258  tni-mir-192
MI   MI0003482  rno-mir-215
MI   MI0004855  xtr-mir-192
MI   MI0004868  xtr-mir-215
MI   MI0005016  bta-mir-215
MI   MI0005035  bta-mir-192
//
AC   MIPF0000064
ID   mir-31
MI   MI0000089  hsa-mir-31
MI   MI0000410  dme-mir-31b
MI   MI0000420  dme-mir-31a
MI   MI0000579  mmu-mir-31
MI   MI0000872  rno-mir-31
MI   MI0001276  gga-mir-31
MI   MI0001314  dps-mir-31a
MI   MI0001315  dps-mir-31b
MI   MI0002671  mml-mir-31
MI   MI0002672  ptr-mir-31
MI   MI0002673  ggo-mir-31
MI   MI0002674  ppy-mir-31
MI   MI0002675  mne-mir-31
MI   MI0002676  ppa-mir-31
MI   MI0003691  dre-mir-31
MI   MI0004762  bta-mir-31
MI   MI0004921  xtr-mir-31
MI   MI0005146  sme-mir-31b
MI   MI0005278  mdo-mir-31
//
AC   MIPF0000065
ID   mir-132
MI   MI0000158  mmu-mir-132
MI   MI0000288  hsa-mir-212
MI   MI0000449  hsa-mir-132
MI   MI0000696  mmu-mir-212
MI   MI0000905  rno-mir-132
MI   MI0000952  rno-mir-212
MI   MI0001989  dre-mir-132-1
MI   MI0001991  dre-mir-132-2
MI   MI0003383  fru-mir-212
MI   MI0003384  tni-mir-212
MI   MI0003385  dre-mir-212
MI   MI0003399  fru-mir-132
MI   MI0003400  tni-mir-132
MI   MI0004834  xtr-mir-132
MI   MI0004952  xtr-mir-212
MI   MI0005028  bta-mir-132
MI   MI0005337  mdo-mir-212
MI   MI0005338  mdo-mir-132
//
AC   MIPF0000066
ID   mir-183
MI   MI0000225  mmu-mir-183
MI   MI0000273  hsa-mir-183
MI   MI0000928  rno-mir-183
MI   MI0001278  gga-mir-183
MI   MI0001369  dre-mir-183
MI   MI0002439  ssc-mir-183
MI   MI0003084  mml-mir-183
MI   MI0003086  ptr-mir-183
MI   MI0003088  ggo-mir-183
MI   MI0003090  sla-mir-183
MI   MI0003092  mne-mir-183
MI   MI0003094  ppa-mir-183
MI   MI0003453  fru-mir-183
MI   MI0003454  tni-mir-183
MI   MI0004852  xtr-mir-183
MI   MI0005335  mdo-mir-183
//
AC   MIPF0000067
ID   mir-223
MI   MI0000300  hsa-mir-223
MI   MI0000703  mmu-mir-223
MI   MI0000963  rno-mir-223
MI   MI0001208  gga-mir-223
MI   MI0001389  dre-mir-223
MI   MI0002897  mml-mir-223
MI   MI0002898  ptr-mir-223
MI   MI0002899  ggo-mir-223
MI   MI0002900  ppy-mir-223
MI   MI0002901  sla-mir-223
MI   MI0002902  ppa-mir-223
MI   MI0003209  fru-mir-223
MI   MI0003210  tni-mir-223
MI   MI0004875  xtr-mir-223
MI   MI0005324  mdo-mir-223
//
AC   MIPF0000068
ID   mir-290
MI   MI0000388  mmu-mir-290
MI   MI0000389  mmu-mir-291a
MI   MI0000390  mmu-mir-292
MI   MI0000391  mmu-mir-293
MI   MI0000392  mmu-mir-294
MI   MI0000393  mmu-mir-295
MI   MI0000779  hsa-mir-371
MI   MI0000780  hsa-mir-372
MI   MI0000964  rno-mir-290
MI   MI0000965  rno-mir-291
MI   MI0000966  rno-mir-292
MI   MI0003539  mmu-mir-291b
//
AC   MIPF0000069
ID   mir-32
MI   MI0000090  hsa-mir-32
MI   MI0000691  mmu-mir-32
MI   MI0000873  rno-mir-32
MI   MI0001194  gga-mir-32
MI   MI0002443  ssc-mir-32
MI   MI0002677  mml-mir-32
MI   MI0002678  ptr-mir-32
MI   MI0002679  ggo-mir-32
MI   MI0002680  ppy-mir-32
MI   MI0002681  sla-mir-32
MI   MI0002682  mne-mir-32
MI   MI0002683  ppa-mir-32
MI   MI0005279  mdo-mir-32
//
AC   MIPF0000070
ID   mir-33
MI   MI0000091  hsa-mir-33
MI   MI0000364  dme-mir-33
MI   MI0000707  mmu-mir-33
MI   MI0000874  rno-mir-33
MI   MI0001170  gga-mir-33
MI   MI0001316  dps-mir-33
MI   MI0002684  mml-mir-33
MI   MI0002685  ptr-mir-33
MI   MI0002686  ggo-mir-33
MI   MI0002687  ppy-mir-33
MI   MI0002688  mne-mir-33
MI   MI0002689  ppa-mir-33
MI   MI0003646  hsa-mir-33b
MI   MI0004922  xtr-mir-33a
MI   MI0004923  xtr-mir-33b
//
AC   MIPF0000071
ID   mir-302
MI   MI0000402  mmu-mir-302
MI   MI0000738  hsa-mir-302a
MI   MI0000772  hsa-mir-302b
MI   MI0000773  hsa-mir-302c
MI   MI0000774  hsa-mir-302d
MI   MI0001211  gga-mir-302a
MI   MI0003700  gga-mir-302b
MI   MI0003701  gga-mir-302c
MI   MI0003702  gga-mir-302d
MI   MI0003716  mmu-mir-302b
MI   MI0003717  mmu-mir-302c
MI   MI0003718  mmu-mir-302d
MI   MI0004878  xtr-mir-302
MI   MI0005371  mdo-mir-302b
MI   MI0005372  mdo-mir-302c
MI   MI0005373  mdo-mir-302a
MI   MI0005374  mdo-mir-302d
//
AC   MIPF0000072
ID   mir-96
MI   MI0000098  hsa-mir-96
MI   MI0000583  mmu-mir-96
MI   MI0000881  rno-mir-96
MI   MI0001955  dre-mir-96
MI   MI0003085  mml-mir-96
MI   MI0003087  ptr-mir-96
MI   MI0003089  ggo-mir-96
MI   MI0003091  sla-mir-96
MI   MI0003093  mne-mir-96
MI   MI0003095  ppa-mir-96
MI   MI0003455  fru-mir-96
MI   MI0003456  tni-mir-96
MI   MI0004902  xtr-mir-96
MI   MI0005336  mdo-mir-96
//
AC   MIPF0000073
ID   mir-129
MI   MI0000222  mmu-mir-129-1
MI   MI0000252  hsa-mir-129-1
MI   MI0000473  hsa-mir-129-2
MI   MI0000585  mmu-mir-129-2
MI   MI0000637  rno-mir-129-2
MI   MI0000902  rno-mir-129-1
MI   MI0001982  dre-mir-129-2
MI   MI0001983  dre-mir-129-1
MI   MI0003367  fru-mir-129-1
MI   MI0003368  tni-mir-129-1
MI   MI0003437  fru-mir-129-2
MI   MI0003438  tni-mir-129-2
MI   MI0004829  xtr-mir-129-1
MI   MI0004830  xtr-mir-129-2
MI   MI0005294  mdo-mir-129
//
AC   MIPF0000074
ID   mir-105
MI   MI0000111  hsa-mir-105-1
MI   MI0000112  hsa-mir-105-2
MI   MI0002410  ssc-mir-105-1
MI   MI0002411  ssc-mir-105-2
MI   MI0002746  ppy-mir-105
MI   MI0002747  ggo-mir-105
MI   MI0002748  ppa-mir-105
MI   MI0002749  ptr-mir-105
MI   MI0002750  mml-mir-105
MI   MI0002751  sla-mir-105
MI   MI0002752  lla-mir-105
MI   MI0002753  mne-mir-105
//
AC   MIPF0000075
ID   mir-138
MI   MI0000164  mmu-mir-138-2
MI   MI0000455  hsa-mir-138-2
MI   MI0000476  hsa-mir-138-1
MI   MI0000722  mmu-mir-138-1
MI   MI0000911  rno-mir-138-2
MI   MI0000912  rno-mir-138-1
MI   MI0001191  gga-mir-138-1
MI   MI0001228  gga-mir-138-2
MI   MI0002002  dre-mir-138
MI   MI0003435  fru-mir-138
MI   MI0003436  tni-mir-138
MI   MI0004839  xtr-mir-138
MI   MI0005029  bta-mir-138
MI   MI0005300  mdo-mir-138
//
AC   MIPF0000076
ID   mir-190
MI   MI0000232  mmu-mir-190
MI   MI0000486  hsa-mir-190
MI   MI0000933  rno-mir-190
MI   MI0001224  gga-mir-190
MI   MI0002027  dre-mir-190
MI   MI0002613  mml-mir-190
MI   MI0002614  ptr-mir-190
MI   MI0002615  ggo-mir-190
MI   MI0002616  ppa-mir-190
